job_title_short,job_posted_date,job_country,job_skills,salary_year_avg
Data Engineer,2023-06-12 16:35:25,Sudan,"['go', 'sql', 'python', 'scala', 'sql server', 'aws', 'azure', 'gcp', 'snowflake', 'redshift', 'bigquery', 'spark', 'hadoop', 'alteryx', 'tableau', 'docker', 'kubernetes', 'git']",165000.0
Senior Data Scientist,2023-10-10 21:03:17,United States,"['python', 'sql', 'word', 'spreadsheet']",113000.0
Senior Data Scientist,2023-05-12 22:32:54,United States,"['r', 'python', 'sql']",175000.0
Senior Data Engineer,2023-03-27 14:12:06,United States,"['python', 'sql', 'go', 'phoenix']",135000.0
Data Analyst,2023-01-04 00:30:04,United States,"['windows', 'tableau']",55000.0
Data Scientist,2023-02-04 15:22:15,United States,"['python', 'sql', 'bigquery', 'tableau']",240000.0
Senior Data Engineer,2023-12-04 08:06:11,United States,"['sql', 'azure', 'snowflake', 'power bi', 'git']",160000.0
Data Scientist,2023-01-08 08:03:29,United States,['sql'],90000.0
Senior Data Scientist,2023-03-14 09:04:34,United States,"['python', 'r', 'power bi', 'dax', 'excel']",125000.0
Senior Data Analyst,2023-02-03 22:41:19,Malaysia,"['sql', 'go', 'powerpoint', 'excel', 'word', 'alteryx', 'tableau', 'github', 'smartsheet']",79200.0
Senior Data Analyst,2023-10-10 22:00:44,United States,"['sql', 'python', 'r', 'snowflake', 'pandas', 'numpy', 'matplotlib', 'tableau', 'sheets', 'power bi', 'looker', 'git', 'gitlab', 'jira', 'confluence', 'slack']",130000.0
Data Analyst,2023-09-20 22:00:17,United States,"['sql', 'r', 'python', 'excel']",70000.0
Data Scientist,2023-03-31 12:05:01,United States,['outlook'],150000.0
Data Analyst,2023-06-12 10:01:05,United States,"['python', 'r', 'sql', 'sql server', 'tableau']",127500.0
Data Analyst,2023-08-16 09:14:19,Estonia,"['sql', 'sheets']",105000.0
Data Scientist,2023-11-24 17:53:52,Finland,"['python', 'r', 'aws', 'azure', 'gcp']",121064.0
Data Analyst,2023-09-05 17:00:11,United States,"['sql', 'python', 'r', 'tableau', 'power bi']",130000.0
Data Scientist,2023-09-06 17:01:26,United States,"['python', 'sql', 'azure', 'databricks', 'numpy', 'pandas', 'spark', 'docker']",43030.0
Data Analyst,2023-05-15 19:01:49,United States,"['excel', 'powerpoint', 'word']",188675.0
Senior Data Scientist,2023-05-27 09:22:16,United States,"['sql', 'r', 'python', 'excel', 'tableau']",136000.0
Senior Data Analyst,2023-07-25 15:00:50,United States,"['python', 'qlik', 'tableau', 'spss', 'word', 'powerpoint', 'excel']",110000.0
Data Engineer,2023-03-22 15:35:00,Greece,"['sql', 'python', 'aws', 'flow']",96773.0
Senior Data Scientist,2023-04-04 17:48:09,Singapore,['python'],157500.0
Data Scientist,2023-10-11 22:03:19,United States,"['python', 'r', 'sql', 'vba', 'visual basic', 'hadoop', 'spark', 'tableau', 'power bi']",200000.0
Senior Data Analyst,2023-07-12 09:18:58,Vietnam,['sql'],100500.0
Data Analyst,2023-07-08 15:00:22,United States,['flow'],50000.0
Senior Data Engineer,2023-11-29 12:09:17,United States,"['python', 'sql', 'aws', 'snowflake', 'azure', 'power bi', 'tableau', 'github', 'docker', 'kubernetes']",147500.0
Software Engineer,2023-04-01 10:47:31,Switzerland,"['python', 'java', 'aws', 'pytorch', 'tensorflow', 'docker', 'kubernetes']",89100.0
Machine Learning Engineer,2023-05-27 14:07:17,United States,"['hadoop', 'spark', 'linux']",284000.0
Senior Data Engineer,2023-07-20 14:07:23,United States,"['sql', 'python', 'azure', 'pyspark']",140000.0
Data Engineer,2023-07-31 19:09:52,Poland,"['python', 'java', 'c#', 'c++', 'aws', 'azure', 'databricks', 'pyspark', 'spark', 'word', 'docker']",96773.0
Data Scientist,2023-07-18 08:03:27,United States,"['aws', 'docker']",183500.0
Data Analyst,2023-05-09 16:00:32,United States,['spring'],90000.0
Senior Data Engineer,2023-02-19 02:36:37,Sudan,"['java', 'scala', 'python', 'nosql', 'sql', 'mongo', 'shell', 'mysql', 'cassandra', 'redshift', 'snowflake', 'aws', 'azure', 'hadoop', 'kafka', 'spark']",246500.0
Data Analyst,2023-08-21 16:00:50,United States,"['word', 'excel']",67500.0
Data Analyst,2023-04-17 22:59:57,United States,"['r', 'sas', 'sas', 'sql', 'spss']",120000.0
Senior Data Scientist,2023-05-03 18:58:40,Sudan,"['sql', 'sas', 'sas', 'python', 'r']",157500.0
Data Analyst,2023-04-27 11:13:53,India,"['go', 'sql', 'python', 'tableau', 'powerpoint', 'excel', 'outlook', 'jira', 'slack']",111175.0
Data Analyst,2023-01-23 14:24:56,United States,"['sql', 'excel', 'tableau', 'alteryx']",65000.0
Data Engineer,2023-06-23 14:27:44,United States,"['shell', 'databricks', 'aws', 'azure', 'spark', 'pyspark', 'jupyter']",117500.0
Data Scientist,2023-10-15 19:09:53,United States,"['python', 'sql', 'azure', 'databricks', 'snowflake', 'pandas', 'pyspark']",120000.0
Data Scientist,2023-12-09 08:41:46,Chile,"['python', 'sql', 'r', 'aws', 'gcp', 'scikit-learn', 'tensorflow', 'pytorch']",121000.0
Senior Data Analyst,2023-01-17 16:46:30,United States,"['sas', 'sas', 'sql', 'excel', 'tableau']",79450.0
Machine Learning Engineer,2023-01-25 17:04:01,United States,"['python', 'golang', 'java', 'go', 'airflow', 'kafka', 'tensorflow', 'pytorch']",166000.0
Data Engineer,2023-07-05 13:01:50,United States,"['python', 'sql', 'snowflake', 'aws', 'tableau', 'flow', 'git']",140000.0
Senior Data Analyst,2023-01-09 19:59:57,United States,"['sql', 'python', 'excel', 'jira']",111202.0
Machine Learning Engineer,2023-03-22 08:27:44,India,"['python', 'c++', 'aws', 'tensorflow', 'keras', 'opencv', 'numpy', 'pandas', 'matplotlib', 'git']",128682.0
Senior Data Engineer,2023-05-11 16:07:48,United States,"['sql', 'gcp']",147500.0
Data Analyst,2023-10-13 00:02:19,United States,"['sql', 'c', 'python', 'go', 'sql server']",135000.0
Senior Data Engineer,2023-01-13 00:11:33,United States,"['python', 'java', 'scala', 'nosql', 'sql', 'mongo', 'shell', 'postgresql', 'mysql', 'cassandra', 'aws', 'snowflake', 'oracle', 'azure', 'hadoop', 'kafka', 'spark', 'airflow']",170672.0
Data Analyst,2023-07-20 22:48:59,France,"['sql', 'excel']",111175.0
Data Scientist,2023-07-22 08:03:04,United States,"['sql', 'python', 'r']",150000.0
Data Engineer,2023-06-27 16:47:18,Sudan,"['python', 'sql', 'azure']",75000.0
Senior Data Engineer,2023-03-19 09:27:49,United States,"['python', 'scala', 'java', 'golang', 'perl', 'mysql', 'aws', 'spark', 'kafka']",150000.0
Senior Data Analyst,2023-08-10 20:01:01,United States,"['sql', 'redshift', 'oracle', 'aws', 'airflow', 'spark', 'kafka', 'tableau', 'power bi', 'kubernetes']",140000.0
Data Analyst,2023-09-10 10:02:46,United States,['looker'],83500.0
Software Engineer,2023-11-13 19:30:24,United States,"['java', 'spark', 'hadoop', 'kafka', 'spring', 'jenkins', 'github', 'confluence', 'jira']",150000.0
Software Engineer,2023-01-03 01:26:03,India,"['shell', 'python', 'hadoop', 'spark']",79200.0
Data Engineer,2023-01-08 11:51:35,United States,"['python', 'r', 'scala', 'sql', 'aws', 'redshift', 'spark', 'word']",115000.0
Data Scientist,2023-11-03 19:00:54,United States,"['excel', 'word', 'powerpoint', 'github', 'slack']",83919.0
Data Scientist,2023-11-01 13:01:57,United States,"['python', 'pytorch', 'tensorflow']",200000.0
Data Analyst,2023-03-14 15:00:27,United States,"['word', 'excel', 'powerpoint']",55000.0
Data Engineer,2023-03-06 18:59:58,India,"['java', 'nosql', 'sas', 'sas', 'db2', 'mysql', 'hadoop', 'spark', 'selenium', 'jenkins', 'git', 'chef']",147500.0
Data Scientist,2023-03-16 03:21:23,France,['flow'],166419.5
Data Scientist,2023-04-27 18:05:03,United States,['python'],125000.0
Data Scientist,2023-01-07 08:30:35,United States,"['go', 'java', 'python', 'ibm cloud', 'express']",150000.0
Data Engineer,2023-03-13 12:58:46,Sudan,"['nosql', 'sql', 'no-sql', 'git']",140000.0
Senior Data Scientist,2023-09-20 16:03:00,United States,"['python', 'r', 'scala', 'tensorflow', 'pytorch']",177885.5
Data Scientist,2023-09-04 14:04:12,United States,"['python', 'java', 'scala', 'r', 'sql', 'hadoop', 'spark', 'windows', 'flow', 'jira', 'confluence']",157500.0
Data Scientist,2023-07-06 00:06:17,United States,"['python', 'r', 'sql', 'tableau', 'power bi', 'outlook', 'word', 'excel', 'powerpoint', 'spss']",83862.5
Data Scientist,2023-04-04 17:44:35,Portugal,"['sql', 'looker', 'tableau']",147500.0
Data Analyst,2023-06-06 07:00:54,United States,"['sql', 'excel', 'power bi']",87500.0
Senior Data Engineer,2023-01-13 14:08:20,United States,"['python', 'aws']",150000.0
Data Scientist,2023-02-15 11:35:20,France,"['sql', 'python', 'excel']",50400.0
Senior Data Engineer,2023-08-17 22:08:07,United States,"['sql', 'python', 'r', 'go', 'docker']",104903.0
Data Scientist,2023-08-14 16:49:12,United States,"['sql', 'python', 'r', 'sas', 'sas', 'sharepoint', 'tableau']",75000.0
Senior Data Scientist,2023-07-17 18:27:13,United Kingdom,"['python', 'aws', 'word']",90670.0
Data Scientist,2023-11-24 08:20:45,United States,"['r', 'python', 'sql', 'sas', 'sas']",132368.0
Machine Learning Engineer,2023-01-05 16:32:32,India,"['aws', 'keras', 'pytorch']",185500.0
Data Analyst,2023-05-12 18:02:43,United States,"['sql', 'tableau', 'spreadsheet', 'sheets', 'excel']",97500.0
Data Engineer,2023-04-24 11:06:19,United States,"['python', 'word']",160000.0
Senior Data Scientist,2023-08-27 06:02:43,United States,"['sql', 'power bi', 'tableau', 'qlik', 'cognos', 'dax']",105000.0
Data Analyst,2023-02-17 00:04:30,United States,['go'],51500.0
Machine Learning Engineer,2023-04-05 11:26:02,Switzerland,"['c++', 'c', 'python']",89100.0
Data Scientist,2023-08-21 07:04:57,United States,"['r', 'python', 'sas', 'sas', 'matlab', 'vba', 'sql', 'javascript', 'html', 'oracle']",65000.0
Data Analyst,2023-04-21 23:55:15,United States,"['vba', 'visual basic', 'excel', 'power bi', 'sharepoint']",50000.0
Senior Data Scientist,2023-01-19 18:21:38,United States,"['sql', 'python', 'r', 'go', 'spark', 'airflow']",239080.0
Senior Data Engineer,2023-12-12 21:19:43,United States,"['python', 'sql', 'nosql', 'mongodb', 'mongodb', 'spark', 'excel']",142200.0
Data Analyst,2023-03-13 22:01:25,United States,"['sql', 'excel']",67500.0
Data Engineer,2023-04-19 11:17:10,Canada,"['python', 'sql', 'aws', 'redshift']",90000.0
Data Scientist,2023-09-11 14:02:28,United States,"['python', 'sql', 'gcp']",157500.0
Data Analyst,2023-01-22 14:05:22,United States,"['sql', 'python', 'r', 'tableau', 'power bi']",100000.0
Data Analyst,2023-01-07 15:01:44,United States,"['r', 'python', 'sql', 'power bi', 'dax']",100000.0
Data Scientist,2023-05-17 20:54:43,United States,"['python', 'sql', 'elasticsearch', 'keras', 'tensorflow', 'pytorch', 'plotly', 'nltk']",130000.0
Data Analyst,2023-02-06 12:01:06,United States,"['tableau', 'sharepoint']",115000.0
Data Analyst,2023-12-13 10:00:07,United States,['flow'],65000.0
Data Analyst,2023-09-19 04:01:00,United States,"['sql', 'express', 'ssrs', 'spreadsheet', 'word']",110000.0
Data Analyst,2023-02-18 00:02:53,United States,"['sas', 'sas', 'r', 'python', 'sql', 'express', 'tableau', 'spss']",89824.796875
Data Engineer,2023-03-01 17:14:42,United States,"['elasticsearch', 'aws', 'kafka', 'flow']",112600.984375
Data Analyst,2023-08-18 12:43:01,United States,"['sheets', 'excel']",35000.0
Senior Data Engineer,2023-07-31 12:35:12,Canada,"['python', 'go', 'sql', 'azure', 'databricks', 'pyspark', 'spark', 'express', 'windows', 'git', 'jenkins', 'jira']",90000.0
Data Analyst,2023-06-05 19:00:05,United States,"['sql', 'python', 'r', 'azure', 'power bi']",140000.0
Senior Data Engineer,2023-09-01 17:55:03,Israel,"['python', 'sql', 'nosql', 'spark']",147500.0
Data Engineer,2023-04-13 15:40:57,United States,"['sql', 'oracle', 'aws']",130000.0
Data Analyst,2023-09-19 20:00:03,United States,"['sql', 'power bi']",95000.0
Data Scientist,2023-08-28 22:15:31,United States,"['python', 'javascript', 'r', 'sql']",105151.5
Data Analyst,2023-01-20 21:00:39,United States,"['sql', 'excel', 'outlook', 'powerpoint', 'word', 'tableau']",74801.5
Data Scientist,2023-05-29 18:02:40,United States,"['sql', 'python', 'gcp', 'aws', 'tensorflow', 'pytorch', 'mxnet', 'keras', 'pandas', 'numpy']",90670.0
Data Scientist,2023-01-19 19:17:41,Sweden,['sql'],157500.0
Cloud Engineer,2023-02-19 00:14:34,Germany,"['python', 'c', 'scala', 'azure', 'spark', 'terraform', 'git', 'bitbucket', 'jenkins']",89100.0
Senior Data Engineer,2023-03-14 02:12:21,United States,"['python', 'scala', 'sql', 'cassandra', 'mysql', 'sql server', 'aws', 'redshift', 'spark', 'hadoop', 'slack']",125000.0
Senior Data Scientist,2023-03-09 00:02:24,United States,['python'],151500.0
Data Analyst,2023-12-05 14:01:16,United States,"['python', 'sql', 'databricks', 'pyspark', 'tableau', 'qlik']",70000.0
Data Engineer,2023-02-28 14:52:45,United States,"['python', 'scala', 'ruby', 'ruby', 'databricks', 'azure', 'spark', 'kafka']",190000.0
Senior Data Engineer,2023-01-06 16:08:47,United States,"['sql', 'java', 'python', 'postgresql', 'mysql', 'snowflake', 'aws', 'redshift', 'kafka', 'airflow', 'spark', 'linux', 'tableau', 'looker', 'gitlab', 'docker', 'github']",181500.0
Data Engineer,2023-08-04 15:27:27,Czechia,"['sql', 'vmware', 'oracle', 'azure', 'spark', 'pandas', 'windows', 'linux', 'unix', 'sharepoint', 'sap']",80000.0
Data Scientist,2023-06-23 08:07:09,United States,"['python', 'r', 'sql', 'tableau', 'power bi', 'qlik', 'flow']",145500.0
Data Scientist,2023-07-28 17:02:41,United States,"['python', 'java', 'c++']",160000.0
Data Engineer,2023-11-10 20:25:41,United States,"['python', 'sql', 'snowflake', 'aws', 'redshift', 'aurora', 'spark', 'pyspark', 'airflow', 'jenkins']",115000.0
Data Scientist,2023-04-17 08:02:38,United States,"['mongodb', 'mongodb', 'python', 'neo4j', 'postgresql', 'elasticsearch', 'azure', 'docker', 'kubernetes', 'terraform']",150000.0
Data Analyst,2023-05-05 15:19:30,United States,"['sql', 'python', 'r', 'sas', 'sas', 'go', 'tableau']",156500.0
Data Scientist,2023-08-31 10:04:44,United States,"['sas', 'sas', 'r', 'excel']",125000.0
Data Analyst,2023-03-10 14:48:19,Denmark,['sap'],89100.0
Data Scientist,2023-08-25 15:06:14,United States,"['r', 'python', 'sql', 'matplotlib', 'pandas', 'numpy', 'cognos', 'power bi', 'excel', 'github']",117500.0
Data Analyst,2023-01-10 15:47:48,Italy,['excel'],45000.0
Data Analyst,2023-03-09 18:02:47,United States,"['sas', 'sas', 'matlab', 'python', 'sql', 'excel', 'spss']",55000.0
Senior Data Scientist,2023-03-29 07:13:27,Germany,"['sql', 'python', 'redshift', 'snowflake', 'bigquery', 'aws', 'databricks', 'spark', 'airflow', 'pyspark', 'looker', 'tableau', 'git']",147500.0
Data Analyst,2023-09-27 17:59:55,United States,"['python', 'r', 'sql', 'aws', 'tableau', 'excel', 'alteryx']",73250.0
Data Engineer,2023-02-15 18:38:00,United Kingdom,"['sql', 'python', 'java', 'postgresql', 'snowflake', 'aws', 'redshift', 'bigquery', 'kafka', 'airflow', 'pandas', 'gdpr', 'git', 'terraform']",110000.0
Data Scientist,2023-05-08 20:39:49,United States,"['python', 'java', 'r', 'sql', 'nosql', 'tableau']",119500.0
Data Analyst,2023-01-10 23:44:52,Argentina,"['sql', 'python', 'javascript', 'sql server', 'excel', 'power bi', 'tableau']",45000.0
Data Engineer,2023-08-02 07:05:00,United States,"['r', 'python', 'sql', 'bash', 'spark', 'linux', 'excel', 'docker']",134775.0
Data Analyst,2023-10-18 00:01:36,United States,"['excel', 'spreadsheet', 'planner']",77500.0
Data Engineer,2023-06-01 22:05:55,Sudan,"['python', 'sql', 'aws', 'snowflake', 'unix', 'terraform', 'ansible', 'git']",153000.0
Data Engineer,2023-06-26 16:22:28,Sudan,"['sql', 'sql server', 'sharepoint', 'ssis']",85000.0
Data Engineer,2023-02-17 15:17:20,Vietnam,"['python', 'golang', 'bash', 'kafka', 'flask', 'terraform']",98283.0
Data Analyst,2023-08-18 16:42:49,United States,['power bi'],62500.0
Data Engineer,2023-01-10 21:59:16,United States,"['sql', 'r', 'python', 'phoenix', 'excel']",103000.0
Data Scientist,2023-07-31 08:03:28,United States,"['r', 'python', 'sql', 'tableau']",132500.0
Data Engineer,2023-11-13 20:00:19,United States,"['sql', 'java', 'python', 'go', 'aws', 'spark']",115000.0
Data Analyst,2023-03-10 07:20:10,India,"['python', 'r', 'bash', 'azure', 'spark', 'pandas']",111175.0
Data Analyst,2023-02-01 14:01:20,United States,"['sql', 'python', 'r']",222500.0
Senior Data Scientist,2023-03-30 06:04:29,United States,"['sql', 'python', 'r', 'aws', 'azure', 'gcp', 'airflow', 'terminal']",185000.0
Senior Data Scientist,2023-09-23 06:22:45,United States,"['python', 'r']",112650.0
Data Engineer,2023-01-02 18:51:02,Cyprus,"['sql', 'nosql']",96760.5
Data Scientist,2023-12-29 17:01:48,United States,"['python', 'r', 'sql', 'aws', 'azure', 'tableau', 'power bi', 'jira', 'trello', 'slack', 'zoom']",175000.0
Data Engineer,2023-10-16 16:28:34,United States,"['sql', 'python', 'sql server', 'snowflake', 'oracle', 'cognos', 'ssrs']",137500.0
Data Engineer,2023-08-22 15:09:44,United States,"['sql', 'python', 'r', 'java', 'snowflake', 'azure', 'ssrs', 'tableau', 'smartsheet']",95000.0
Data Engineer,2023-05-27 07:09:03,United States,"['python', 'java', 'shell', 'sql', 'sql server', 'mysql', 'db2', 'oracle', 'hadoop']",115000.0
Senior Data Scientist,2023-05-13 20:19:52,United States,"['r', 'python']",69962.5
Data Scientist,2023-08-26 10:04:37,United States,"['sql', 'r', 'python', 'matlab', 'sas', 'sas', 'nosql', 'aws', 'azure', 'oracle', 'redshift', 'databricks', 'snowflake', 'spark', 'qlik', 'tableau']",288000.0
Data Scientist,2023-08-19 09:52:32,Sudan,"['sql', 'python', 'excel', 'tableau', 'power bi']",157500.0
Senior Data Analyst,2023-01-04 02:29:24,United States,"['sql', 'tableau', 'git']",90000.0
Senior Data Engineer,2023-02-26 14:05:29,United States,"['python', 'java', 'scala', 'nosql', 'sql', 'mongo', 'shell', 'mysql', 'cassandra', 'redshift', 'snowflake', 'aws', 'azure', 'spark', 'pyspark', 'airflow', 'hadoop', 'kafka']",173500.0
Senior Data Engineer,2023-02-01 08:48:37,United States,"['python', 'java', 'shell', 'gcp', 'hadoop', 'spark', 'airflow', 'docker', 'kubernetes']",135000.0
Data Scientist,2023-12-13 09:04:33,United States,"['python', 'r']",50000.0
Data Scientist,2023-02-16 11:05:42,United States,['phoenix'],115000.0
Data Analyst,2023-10-24 09:02:31,United States,"['python', 'r', 'sql', 'tableau', 'power bi']",81311.5
Senior Data Engineer,2023-05-05 13:26:52,United States,"['sql', 'python', 'c#', 'java', 'aws', 'tableau']",100000.0
Data Scientist,2023-01-29 00:21:23,Sudan,['python'],155000.0
Machine Learning Engineer,2023-03-23 16:02:31,United States,"['python', 'r', 'pandas', 'scikit-learn', 'matplotlib', 'seaborn', 'plotly', 'jupyter', 'tensorflow', 'hugging face']",70000.0
Senior Data Analyst,2023-02-27 09:37:51,United States,"['sas', 'sas', 'flow']",125000.0
Data Engineer,2023-05-25 12:41:39,United States,"['sql', 'python', 'c++', 'c#', 'scala']",150000.0
Data Scientist,2023-10-22 00:05:05,United States,"['java', 'python']",85000.0
Data Analyst,2023-05-31 06:54:31,United States,"['sql', 'python', 'c', 'go', 'excel', 'looker', 'tableau']",80000.0
Data Scientist,2023-09-04 12:02:42,United States,"['sas', 'sas', 'sql', 'python', 'r', 'aws', 'snowflake']",140062.5
Business Analyst,2023-12-06 18:00:44,United States,"['sql', 'sql server', 'aws', 'azure', 'snowflake', 'power bi', 'dax', 'ssis', 'ssrs']",85000.0
Machine Learning Engineer,2023-12-06 14:13:49,Poland,"['python', 'aws', 'oracle', 'snowflake', 'azure']",154750.0
Data Analyst,2023-06-25 13:00:50,United States,"['sql', 'python', 'r', 'tableau', 'power bi']",90000.0
Senior Data Engineer,2023-04-06 07:06:09,United States,"['python', 'sql', 'aws', 'airflow', 'docker', 'kubernetes']",175000.0
Business Analyst,2023-04-04 20:04:03,United States,"['sql', 'oracle', 'power bi']",97500.0
Data Engineer,2023-05-25 10:08:10,United States,"['python', 'sql', 'aws', 'snowflake', 'react', 'django', 'github']",190000.0
Data Engineer,2023-01-19 08:03:25,Japan,"['sql', 'nosql', 'mongodb', 'mongodb', 'java', 'aws', 'azure', 'oracle', 'hadoop', 'windows', 'linux', 'unix', 'sap', 'git']",98283.0
Data Engineer,2023-05-02 06:25:02,South Africa,"['python', 'sql', 'aws', 'flow']",131580.0
Data Scientist,2023-02-14 13:35:13,Sweden,"['r', 'python', 'julia', 'redshift', 'databricks', 'tableau', 'power bi']",157500.0
Data Engineer,2023-04-20 07:06:00,United States,"['python', 'postgresql', 'mysql', 'databricks', 'aws', 'pyspark', 'excel', 'power bi', 'tableau', 'git']",90000.0
Senior Data Scientist,2023-06-30 18:56:53,United States,"['c', 'assembly', 'python']",177283.0
Data Analyst,2023-08-21 15:00:50,United States,"['mysql', 'aws', 'tableau', 'excel']",69000.0
Data Engineer,2023-06-27 16:47:23,Sudan,"['sql', 'python', 'aws', 'azure', 'snowflake', 'databricks', 'flow']",142500.0
Data Analyst,2023-04-03 16:02:25,United States,"['python', 'matlab', 'c++', 'sql', 'tableau']",80000.0
Data Scientist,2023-03-20 12:05:46,United States,"['sql', 'python', 'r']",130000.0
Business Analyst,2023-06-22 19:02:45,United States,"['sql', 'go', 'tableau', 'power bi', 'looker']",100000.0
Data Engineer,2023-03-13 11:20:10,India,"['java', 'c++', 'linux', 'docker']",79200.0
Data Scientist,2023-06-23 18:19:54,United States,"['python', 'java', 'r']",210000.0
Data Engineer,2023-06-05 22:06:52,United States,['python'],160000.0
Data Analyst,2023-01-30 17:02:30,United States,"['sql', 'excel', 'word']",82500.0
Data Engineer,2023-07-04 20:42:10,Sudan,"['sql', 'snowflake', 'bigquery', 'aws', 'redshift', 'azure', 'spark', 'pyspark', 'kafka', 'git']",151840.0
Data Scientist,2023-06-08 13:49:21,Portugal,"['python', 'sql', 'azure', 'spark', 'numpy', 'pandas', 'scikit-learn', 'docker', 'kubernetes', 'jenkins']",132500.0
Data Scientist,2023-09-11 15:45:06,United States,"['c', 'go', 'word']",152221.5
Data Scientist,2023-03-04 06:16:08,Germany,"['python', 'hadoop', 'spark', 'airflow', 'kubernetes']",157500.0
Senior Data Analyst,2023-08-27 11:01:03,United States,"['shell', 'sql', 'python', 'tableau']",115000.0
Data Engineer,2023-02-11 07:11:05,United States,"['java', 'shell', 'python', 'r', 'mysql', 'spring', 'hadoop', 'spark', 'kafka', 'express', 'unix', 'jenkins']",117500.0
Data Engineer,2023-12-19 18:45:13,Algeria,"['sql', 'hadoop', 'spark']",45000.0
Data Engineer,2023-03-22 07:28:01,India,"['sql', 'java', 'c++', 'javascript', 'python', 'elasticsearch', 'snowflake', 'kafka', 'spark']",147500.0
Data Scientist,2023-07-24 13:34:05,United States,"['python', 'sql', 'r', 'aws']",72500.0
Data Analyst,2023-07-14 18:00:17,United States,"['r', 'python', 'sas', 'sas', 'matlab', 'sql', 'tableau']",92500.0
Machine Learning Engineer,2023-02-09 12:00:38,Italy,"['python', 'aws', 'spark', 'outlook', 'kubernetes', 'gitlab', 'terraform']",89100.0
Data Analyst,2023-07-06 08:01:31,United States,"['python', 'tableau']",120000.0
Data Scientist,2023-10-26 10:55:34,United States,"['python', 'jupyter']",135000.0
Data Analyst,2023-05-11 16:01:21,United States,"['sql', 'excel']",52500.0
Data Scientist,2023-06-30 02:12:59,United States,"['r', 'python', 'sql', 'nosql', 'plotly', 'seaborn', 'ggplot2']",115000.0
Data Scientist,2023-01-24 06:15:45,Turkey,"['sql', 'r', 'python', 'c', 'c++', 'java', 'cassandra', 'hadoop', 'spark', 'tableau', 'looker', 'chef']",88128.0
Data Analyst,2023-08-30 02:37:44,Indonesia,"['sql', 'python', 'tableau', 'looker']",105000.0
Data Engineer,2023-08-31 23:09:31,United States,"['python', 'sql', 'redshift', 'snowflake', 'aws', 'spark', 'airflow', 'pyspark', 'tableau', 'looker']",146500.0
Senior Data Analyst,2023-01-10 20:00:42,United States,"['sql', 'r', 'python', 'scikit-learn', 'alteryx', 'tableau', 'qlik', 'power bi']",90000.0
Senior Data Scientist,2023-08-15 00:04:55,United States,"['r', 'python', 'sql']",145000.0
Senior Data Engineer,2023-04-04 08:55:47,Sudan,"['nosql', 'python', 'sql', 'airflow', 'docker', 'kubernetes']",162500.0
Data Engineer,2023-07-18 23:20:25,United States,"['sql', 'python', 'snowflake', 'azure', 'aws', 'kafka', 'flow']",155000.0
Data Engineer,2023-02-28 18:09:30,United States,"['python', 'aws', 'numpy', 'pandas', 'flask']",115000.0
Senior Data Engineer,2023-02-03 14:32:50,United States,"['sql', 'python', 'bigquery', 'aws', 'gcp', 'airflow', 'spark', 'looker']",180000.0
Data Analyst,2023-06-12 18:00:50,United States,"['sql', 'tableau']",97500.0
Data Analyst,2023-12-08 09:01:07,United States,"['sql', 'python', 'r', 'power bi', 'tableau']",87000.0
Data Engineer,2023-08-19 09:08:36,United States,"['nosql', 'scala', 'java', 'python', 'r', 'azure', 'databricks', 'hadoop', 'spark']",197000.0
Senior Data Engineer,2023-02-04 13:23:22,United States,"['shell', 'java', 'oracle', 'snowflake', 'unix', 'splunk', 'flow', 'git']",150000.0
Senior Data Scientist,2023-01-31 07:02:15,United States,"['sql', 'nosql', 'mongodb', 'mongodb', 'scala', 'java', 'sas', 'sas', 'cassandra', 'tensorflow', 'mxnet', 'theano', 'keras', 'scikit-learn', 'spark', 'excel']",125000.0
Data Scientist,2023-01-08 09:02:34,United States,"['redshift', 'snowflake', 'spark', 'airflow']",190877.0
Senior Data Scientist,2023-05-31 13:03:27,United States,"['sql', 'python', 'r']",167186.5
Business Analyst,2023-07-24 19:01:58,United States,"['sql', 'sql server', 'db2', 'oracle', 'azure', 'power bi', 'word', 'excel', 'powerpoint', 'visio', 'ssis', 'ssrs']",77500.0
Data Engineer,2023-07-17 18:50:20,Poland,"['sql', 'snowflake']",147500.0
Data Engineer,2023-10-16 16:27:02,United States,"['python', 'java', 'scala', 'aws', 'node']",288500.0
Data Scientist,2023-01-23 00:03:05,United States,"['python', 'scala', 'sql', 'spark']",103330.0
Data Analyst,2023-03-17 17:00:42,United States,['unify'],106300.0
Data Engineer,2023-07-04 20:34:34,United States,"['sql', 'snowflake', 'bigquery', 'aws', 'redshift', 'azure', 'spark', 'pyspark', 'kafka', 'git']",151840.0
Senior Data Engineer,2023-03-21 14:20:58,United States,"['sql', 'python', 'c', 'bigquery', 'redshift']",264500.0
Data Analyst,2023-07-17 22:00:04,United States,"['sql', 'r', 'python', 'snowflake']",140000.0
Data Analyst,2023-12-16 08:30:16,United States,"['visual basic', 'r', 'python', 'sas', 'sas', 'matlab', 'sql', 'oracle', 'spss', 'tableau']",100000.0
Data Scientist,2023-10-02 06:39:56,Sudan,"['sql', 'r', 'python', 'crystal', 'sql server', 'ssis', 'tableau', 'flow']",127500.0
Senior Data Analyst,2023-11-04 18:01:28,United States,"['javascript', 'html', 'css', 'python', 'jquery', 'node.js', 'flow']",102500.0
Data Analyst,2023-01-28 09:59:58,United States,['excel'],64500.0
